,#_week,date_week,SALES,D15,D20,D25,D30,PRICE,MKT,COMPETITIVE SPEND,AGENTS,OTHER MEDIA,PROGRAMMATIC,PROGRAMMATIC_IMP,OOH,OOH_IMP,CONTEXT BRANDED GOOGLE,CONTEXT BRANDED YANDEX,CONTEXT UNBRANDED GOOGLE,CONTEXT UNBRANDED YANDEX,CONTEXT BRANDED GOOGLE_IMP,CONTEXT BRANDED YANDEX_IMP,CONTEXT UNBRANDED GOOGLE_IMP,CONTEXT UNBRANDED YANDEX_IMP,BASES AVITO,BASES CIAN,BASES YANDEX,BASES OTH,BASES M2,BASES DOMCLICK,BASES AVITO_IMP,BASES CIAN_IMP,BASES YANDEX_IMP,BASES OTH_IMP,BASES M2_IMP,BASES DOMCLICK_IMP,CLASSIFIEDS CIAN,CLASSIFIEDS IRN,CLASSIFIEDS NOVOSTROY GID,CLASSIFIEDS NOVOSTROY-M,CLASSIFIEDS OTHER,CLASSIFIEDS CIAN_IMP,CLASSIFIEDS IRN_IMP,CLASSIFIEDS NOVOSTROY GID_IMP,CLASSIFIEDS NOVOSTROY-M_IMP,CLASSIFIEDS OTHER_IMP,SALES_mln,SALES_mln_rolling,SALES_log,key_rate,Отчетная дата,"Количество предоставленных кредитов за месяц, единиц","Объем предоставленных кредитов за месяц, млн руб.","Задолженность по предоставленным кредитам, млн руб., в том числе","     просроченная задолженность по предоставленным кредитам, млн руб.","Задолженность по приобретенным кредитными организациями правам требования по ипотечным жилищным кредитам, млн руб.","Задолженность  по предоставленным кредитам с учетом  приобретенных кредитными организациями прав требования, млн руб.","Средневзвешенный срок кредитования по кредитам, выданным в течение месяца, месяцев","Средневзвешенная ставка по кредитам, выданным в течение месяца, %",date_mort,date_ex,usd,cny
0,1,2022-01-01,0.0,0,0,0,0,0.0,0.0,106191135.96952905,0.0,0.0,0.0,0.0,0.0,14009.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.5,01.01.2022,192410,641337,11752902,59471,250806,12003708,257.1,7.81,2022-01-01,2021-12-31,74.2926,11.65
1,2,2022-01-08,0.0,0,0,0,0,0.0,125934579.88,106191135.96952905,0.0,20328552.0,0.0,0.0,571608.46,141427.86,98427.86,81945.95999999999,170590.46,280311.83999999997,1001.9,1472.32,1830047.32,391718.82,231969.52,62780.0,116576.44,83985.88,0.0,0.0,92787.808,25112.0,46630.576,33594.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.5,01.01.2022,192410,641337,11752902,59471,250806,12003708,257.1,7.81,2022-01-01,2021-12-31,74.2926,11.65
2,3,2022-01-15,149983064.62100002,0,0,0,0,351577.74172761367,2478954396.32,106191135.96952905,1779062.2802,21232556.0,0.0,0.0,571608.46,138290.58,103304.92,146252.46,196435.18,286164.14,1476.62,2577.42,1917877.4,366124.36,231969.52,153940.0,116576.44,83985.88,0.0,0.0,92787.808,61576.0,46630.576,33594.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.983064621,,5.017167675697287,8.5,01.01.2022,192410,641337,11752902,59471,250806,12003708,257.1,7.81,2022-01-01,2022-01-15,75.7668,11.95
3,4,2022-01-22,172073233.70420003,0,0,0,0,378182.931218022,1162480398.84,106191135.96952905,635166.3472,21412347.0,0.0,0.0,571608.46,140762.22,95522.78,137145.91999999998,189737.5,130286.56,1530.8,76935.6,1671996.52,242828.74,231969.52,233490.0,116576.44,83985.88,0.0,0.0,92787.808,93396.0,46630.576,33594.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.07323370420002,,5.153714821133999,8.5,01.01.2022,192410,641337,11752902,59471,250806,12003708,257.1,7.81,2022-01-01,2022-01-22,76.6903,12.1
4,5,2022-01-29,300130820.15360004,0,0,0,0,348139.21836631483,1424906375.94,106191135.96952905,2702299.7486,21232259.0,0.0,0.0,571608.46,144937.52,118774.59999999999,128849.5,267426.46,210145.3,1627.12,142295.6,2593613.8,765436.98,231969.52,267030.0,116576.44,83985.88,0.0,0.0,92787.808,106812.0,46630.576,33594.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.13082015360004,124.43742369576003,5.707544788780132,8.5,01.01.2022,192410,641337,11752902,59471,250806,12003708,257.1,7.81,2022-01-01,2022-01-29,77.8174,12.23
5,6,2022-02-05,78824627.1348,0,0,0,0,380060.88300289307,1759641872.86,106191135.96952905,677260.6984,18096830.0,0.0,0.0,891651.44,161452.96,156698.02,114639.72,92537.72,131267.82,1514.46,5997.64,280521.68,758072.7999999999,265948.12,169201.56,121011.45999999999,21604.92,0.0,0.0,106379.248,67680.624,48404.584,8641.967999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8246271348,140.20234912272002,4.379832067557052,8.5,01.02.2022,94982,326952,11891395,59552,247950,12139346,262.2,7.87,2022-02-01,2022-02-05,76.0509,11.96
6,7,2022-02-12,217691336.8384,0,0,0,0,378396.205177125,2311660842.64,140997879.7740384,2016176.6641999998,17347846.0,0.0,0.0,944991.22,174416.6,139212.5,64005.5,216339.88,232750.4,1538.54,19066.2,610802.96,961364.76,271611.22,197401.82,121750.2,11208.38,0.0,0.0,108644.488,78960.728,48700.08,4483.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.69133683840002,183.74061649040001,5.387661314819496,8.5,01.02.2022,94982,326952,11891395,59552,247950,12139346,262.2,7.87,2022-02-01,2022-02-12,74.9867,11.79
7,8,2022-02-19,348117272.6696,0,0,0,0,381039.04626707535,3586226951.54,140997879.7740384,3415097.2809999995,17696518.0,0.0,0.0,944991.22,176730.86,93600.68,155945.52,106131.74,179813.1,1354.5,225307.1,161700.63999999998,538204.34,271611.22,197401.82,121750.2,11208.38,0.0,0.0,108644.488,78960.728,48700.08,4483.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.1172726696,223.36745810012002,5.855407890599985,9.5,01.02.2022,94982,326952,11891395,59552,247950,12139346,262.2,7.87,2022-02-01,2022-02-19,75.7619,11.98
8,9,2022-02-26,246580951.15780002,0,0,0,0,401140.31423100707,2389609793.54,140997879.7740384,1298224.2229999998,16410886.0,0.0,0.0,944991.22,175277.46,140816.4,137505.4,94398.76,89257.68,1109.4,168351.88,129322.5,520163.26,271611.22,197401.82,121750.2,11208.38,0.0,0.0,108644.488,78960.728,48700.08,4483.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.58095115780003,238.26900159084002,5.511737603916302,9.5,01.02.2022,94982,326952,11891395,59552,247950,12139346,262.2,7.87,2022-02-01,2022-02-26,83.5485,13.23
9,10,2022-03-05,290439306.0638,0,0,0,0,376900.21549935115,2604949312.94,140997879.7740384,1246398.5676000002,17760970.0,0.0,0.0,205454.0,78826.74,68677.88,111640.04,38629.479999999996,91579.68,645.0,3024.62,104949.24,832456.78,210019.74,176227.76,69709.88,10461.9,0.0,0.0,84007.89600000001,70491.10399999999,27883.952,4184.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.43930606379996,236.33069877288,5.674831771637221,20.0,01.03.2022,135663,476900,12163639,59216,246102,12409741,264.5,8.1,2022-03-01,2022-03-05,105.8124,16.74
10,11,2022-03-12,142008919.2322,0,0,0,0,382670.2215904069,716413613.1,156926109.46636337,588336.4404000001,17199604.0,0.0,0.0,82197.94,36418.42,356.04,112052.84,0.0,178499.88,74.82,1158.42,0.0,766137.02,199753.91999999998,172698.32,61036.78,10337.2,0.0,0.0,79901.568,69079.32800000001,24414.712,4134.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0089192322,248.96755719235998,4.962907000567986,20.0,01.03.2022,135663,476900,12163639,59216,246102,12409741,264.5,8.1,2022-03-01,2022-03-12,116.7517,18.47
11,12,2022-03-19,135079585.40960002,0,0,0,0,404672.2151276213,3624828038.64,156926109.46636337,997867.4858,17005141.0,0.0,0.0,82197.94,36647.18,76.53999999999999,115347.5,0.0,111332.16,6.02,1402.66,0.0,202053.56,199753.91999999998,172698.32,61036.78,10337.2,0.0,0.0,79901.568,69079.32800000001,24414.712,4134.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0795854096,232.44520690660002,4.913239901416299,20.0,01.03.2022,135663,476900,12163639,59216,246102,12409741,264.5,8.1,2022-03-01,2022-03-19,103.9524,16.33
12,13,2022-03-26,113901396.34319998,0,0,0,0,422953.5697853694,2970397637.2599998,156926109.46636337,781002.335,17863838.0,0.0,0.0,82197.94,36199.12,0.0,121702.04,0.0,102536.08,0.0,2144.84,0.0,170848.46,199753.91999999998,172698.32,61036.78,10337.2,0.0,0.0,79901.568,69079.32800000001,24414.712,4134.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.90139634319998,185.60203164132,4.744074337463199,20.0,01.03.2022,135663,476900,12163639,59216,246102,12409741,264.5,8.1,2022-03-01,2022-03-26,95.6618,15.03
13,14,2022-04-02,125951426.205,0,0,0,0,424937.33537449397,1224043305.34,156926109.46636337,990152.4172,21640693.0,0.0,0.0,387114.38,26136.26,0.0,123497.72,0.0,58030.22,0.0,1381.16,0.0,97372.64,139195.3,153574.5,71540.81999999999,15114.5,0.0,0.0,55678.12,61429.799999999996,28616.328,6045.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.951426205,161.47612665076,4.843804542471198,20.0,01.04.2022,162766,521283,12435067,57090,241349,12676415,266.1,8.05,2022-04-01,2022-04-02,83.4285,13.11
14,15,2022-04-09,54356697.6984,0,0,0,0,426327.0407717647,1245385386.12,196828958.89323595,460334.5564,26497977.0,0.0,0.0,793669.0599999999,22152.739999999998,0.0,97053.58,0.0,155707.3,0.0,1247.0,0.0,515637.08,58449.04,128075.5,85545.92,21484.52,0.0,0.0,23379.615999999998,51230.2,34218.368,8593.807999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3566976984,114.25960497768001,4.013797658128464,20.0,01.04.2022,162766,521283,12435067,57090,241349,12676415,266.1,8.05,2022-04-01,2022-04-09,74.8501,11.76
15,16,2022-04-16,93294204.91319999,0,0,0,0,509525.96894156194,733127250.42,196828958.89323595,159231.10700000002,26733429.0,0.0,0.0,793669.0599999999,155353.84,0.0,112314.28,0.0,119235.56,0.0,1233.24,0.0,413755.46,58449.04,128075.5,85545.92,21484.52,0.0,0.0,23379.615999999998,51230.2,34218.368,8593.807999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.29420491319999,104.51666211388002,4.546419734020407,17.0,01.04.2022,162766,521283,12435067,57090,241349,12676415,266.1,8.05,2022-04-01,2022-04-16,80.0437,12.56
16,17,2022-04-23,22249828.367,0,0,0,0,342305.0518,565839932.6,196828958.89323595,0.0,26852858.0,0.0,0.0,793669.0599999999,155150.88,0.0,112831.14,0.0,78486.18,0.0,1158.42,0.0,120644.24,58449.04,128075.5,85545.92,21484.52,0.0,0.0,23379.615999999998,51230.2,34218.368,8593.807999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.249828367,81.95071070536,3.1462977499416014,17.0,01.04.2022,162766,521283,12435067,57090,241349,12676415,266.1,8.05,2022-04-01,2022-04-23,73.505,11.31
17,18,2022-04-30,128001974.5236,0,0,0,0,402395.3930323797,616433191.66,196828958.89323595,675800.8312,25091620.0,0.0,0.0,798903.88,84410.72,0.0,115332.88,0.0,94427.14,0.0,1095.6399999999999,0.0,189252.46,58540.2,147717.04,91802.42,22904.38,532.34,0.0,23416.079999999998,59086.816000000006,36720.968,9161.752,212.93599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.00197452359998,84.77082634144,4.859827710629027,17.0,01.04.2022,162766,521283,12435067,57090,241349,12676415,266.1,8.05,2022-04-01,2022-04-30,71.0237,10.85
18,19,2022-05-07,15867131.141399998,0,0,0,0,452055.0182735042,626700454.74,145623479.35033935,0.0,15092633.0,0.0,0.0,830311.94,82040.56,0.0,80317.98,0.0,86054.18,0.0,880.64,0.0,138677.58,59088.02,265567.14,129340.56,31425.26,3728.1,0.0,23635.208,106226.856,51736.224,12570.104,1491.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.867131141399998,62.75396732872,2.8253668252738136,14.0,01.05.2022,49371,161604,12424527,56241,238509,12663036,263.4,7.64,2022-05-01,2022-05-07,67.3843,10.04
19,20,2022-05-14,0.0,0,0,0,0,0.0,201023839.0,145623479.35033935,0.0,15128481.0,0.0,0.0,830311.94,160993.72,0.0,80855.48,0.0,98692.74,0.0,1006.1999999999999,0.0,102098.34,59088.02,265567.14,129340.56,31425.26,3728.1,0.0,23635.208,106226.856,51736.224,12570.104,1491.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.88262778904,0.0,14.0,01.05.2022,49371,161604,12424527,56241,238509,12663036,263.4,7.64,2022-05-01,2022-05-14,63.7799,9.37
20,21,2022-05-21,37093887.899399996,0,0,0,0,371310.18918318313,236281689.0,145623479.35033935,338620.4248,15663523.0,0.0,0.0,830311.94,173462.0,0.0,102546.4,0.0,103722.02,0.0,1111.12,0.0,234995.86,59088.02,265567.14,129340.56,31425.26,3728.1,0.0,23635.208,106226.856,51736.224,12570.104,1491.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.093887899399995,40.64256438628,3.640053846675649,14.0,01.05.2022,49371,161604,12424527,56241,238509,12663036,263.4,7.64,2022-05-01,2022-05-21,58.8862,8.88
21,22,2022-05-28,30132857.0654,0,0,0,0,362609.59164139593,871492528.3,145623479.35033935,989987.8389999999,16267834.0,0.0,0.0,830311.94,76924.42,0.0,111775.06,0.0,160468.26,0.0,1218.62,0.0,505843.39999999997,59088.02,265567.14,129340.56,31425.26,3728.1,0.0,23635.208,106226.856,51736.224,12570.104,1491.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1328570654,42.21917012595999,3.438263758764452,11.0,01.05.2022,49371,161604,12424527,56241,238509,12663036,263.4,7.64,2022-05-01,2022-05-28,66.4029,10.06
22,23,2022-06-04,0.0,0,0,0,0,0.0,589572391.12,145623479.35033935,0.0,36446263.0,0.0,0.0,1385253.6,0.0,0.0,136297.96,0.0,177585.7,0.0,1658.08,0.0,564049.0599999999,68521.36,667295.5,386527.0,25480.94,22995.54,0.0,27408.544,266918.2,154610.8,10192.376,9198.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.61877522124,0.0,11.0,01.06.2022,36603,139688,12412689,56206,235112,12647800,272.3,6.17,2022-06-01,2022-06-04,61.9659,9.42
23,24,2022-06-11,152343076.922,0,1,0,0,307143.30024596764,369653578.98,157065886.11813915,2031853.6988000001,44288094.0,0.0,0.0,1607230.78,0.0,0.0,259827.5,0.0,157327.54,0.0,2805.32,0.0,459190.12,72295.04,827986.5,489401.92,23103.04,30702.0,0.0,28918.016,331194.6,195760.76799999998,9241.216,12280.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.343076922,43.91396437736,5.032677743939602,11.0,01.06.2022,36603,139688,12412689,56206,235112,12647800,272.3,6.17,2022-06-01,2022-06-11,57.778,8.9
24,25,2022-06-18,234442459.61479995,0,1,0,0,278369.1042683448,796391256.6999999,157065886.11813915,1616839.9556,44569505.0,0.0,0.0,1607230.78,0.0,0.0,322239.42,0.0,123392.8,0.0,3185.44,0.0,265581.76,72295.04,827986.5,489401.92,23103.04,30702.0,0.0,28918.016,331194.6,195760.76799999998,9241.216,12280.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.44245961479996,90.80245630031999,5.461466550756479,9.5,01.06.2022,36603,139688,12412689,56206,235112,12647800,272.3,6.17,2022-06-01,2022-06-18,56.7101,8.56
25,26,2022-06-25,660786449.5534,0,1,0,0,310636.72882352385,1062861382.08,157065886.11813915,7046310.8936,44525802.0,0.0,0.0,1607230.78,0.0,0.0,335462.77999999997,0.0,105299.26,0.0,3712.62,0.0,174346.08,72295.04,827986.5,489401.92,23103.04,30702.0,0.0,28918.016,331194.6,195760.76799999998,9241.216,12280.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.7864495534001,215.54096863112,6.494942920139483,9.5,01.06.2022,36603,139688,12412689,56206,235112,12647800,272.3,6.17,2022-06-01,2022-06-25,53.3234,8.02
26,27,2022-07-02,609216213.3191998,0,1,0,0,349101.03336152644,485099694.32,157065886.11813915,10434864.7562,39166570.0,0.0,0.0,1453183.28,8193311.509189019,0.0,269741.58,0.0,159847.34,0.0,4068.66,0.0,368396.48,67919.36,821185.62,415987.16,54467.24,21372.72,0.0,27167.744000000002,328474.24799999996,166394.864,21786.895999999997,8549.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.2162133191998,331.35763988188,6.413813342429743,9.5,01.07.2022,65439,253458,12502252,55694,231570,12733822,269.9,6.36,2022-07-01,2022-07-02,53.7676,8.59
27,28,2022-07-09,287712326.749,0,1,0,0,363410.79543892894,774081267.42,143303991.08037448,1667008.5543999998,31850081.0,0.0,0.0,1247786.9,7035249.379407452,0.0,264935.9,0.0,175285.2,0.0,2991.94,0.0,382674.2,62083.4,812117.78,318101.1,96284.74,8932.82,0.0,24833.36,324847.112,127240.44,38513.896,3573.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.712326749,388.90010523167996,5.665430783190701,9.5,01.07.2022,65439,253458,12502252,55694,231570,12733822,269.9,6.36,2022-07-01,2022-07-09,61.2664,9.28
28,29,2022-07-16,382590959.64540005,0,1,0,0,343562.2841643319,503947079.36,143303991.08037448,2829617.9669999997,32372290.0,0.0,0.0,1247786.9,7035249.379407452,0.0,228969.84,0.0,182309.68,0.0,2690.94,0.0,483851.48,62083.4,812117.78,318101.1,96284.74,8932.82,0.0,24833.36,324847.112,127240.44,38513.896,3573.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.59095964540006,434.94968177636,5.949576775592367,9.5,01.07.2022,65439,253458,12502252,55694,231570,12733822,269.9,6.36,2022-07-01,2022-07-16,57.8323,8.57
29,30,2022-07-23,339627559.3448,0,1,0,0,369120.2688238235,708358778.28,143303991.08037448,2817646.2596000005,32616348.0,0.0,0.0,1247786.9,7035249.379407452,0.0,211429.28,0.0,183971.2,0.0,2352.1,0.0,853004.76,62083.4,812117.78,318101.1,96284.74,8932.82,0.0,24833.36,324847.112,127240.44,38513.896,3573.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.6275593448,455.98670172235995,5.830789679062089,9.5,01.07.2022,65439,253458,12502252,55694,231570,12733822,269.9,6.36,2022-07-01,2022-07-23,57.3917,8.58
30,31,2022-07-30,434699332.35700005,0,1,0,0,373324.744380797,1786457523.3999999,143303991.08037448,3321975.3027999997,32132174.0,0.0,0.0,1247786.9,7035249.379407452,0.0,165413.26,0.0,141686.72,0.0,2513.7799999999997,0.0,509366.82,62083.4,812117.78,318101.1,96284.74,8932.82,0.0,24833.36,324847.112,127240.44,38513.896,3573.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.69933235700006,410.76927828308,6.076952400776572,8.0,01.07.2022,65439,253458,12502252,55694,231570,12733822,269.9,6.36,2022-07-01,2022-07-30,61.3101,9.22
31,32,2022-08-06,144489220.4556,0,1,0,0,323097.5412692307,1665538025.78,143303991.08037448,1420185.7164,35406188.0,0.0,0.0,1075193.5,0.0,0.0,145277.22,0.0,140511.96,0.0,2205.9,0.0,599427.74,68825.8,908317.38,251499.26,7950.7,11166.24,0.0,27530.32,363326.952,100599.704,3180.2799999999997,4466.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.4892204556,317.8238797103601,4.980101997651221,8.0,01.08.2022,91602,341657,12675271,55008,228844,12904115,274.8,6.67,2022-08-01,2022-08-06,60.3696,8.97
32,33,2022-08-13,116348000.64239998,0,1,0,0,414787.88107807474,620167973.0,204959721.52173722,473285.5544,35719592.0,0.0,0.0,1075193.5,0.0,0.0,165363.38,0.0,191335.38,0.0,2033.8999999999999,0.0,739440.04,68825.8,908317.38,251499.26,7950.7,11166.24,0.0,27530.32,363326.952,100599.704,3180.2799999999997,4466.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.34800064239998,283.55101448904,4.765143884592454,8.0,01.08.2022,91602,341657,12675271,55008,228844,12904115,274.8,6.67,2022-08-01,2022-08-13,60.8993,9.04
33,34,2022-08-20,244133268.93459997,0,1,0,0,415051.4602764366,859375699.34,204959721.52173722,1769053.5486,35745731.0,0.0,0.0,1075193.5,0.0,0.0,171803.91999999998,0.0,233939.78,0.0,2082.92,0.0,1238017.3,68825.8,908317.38,251499.26,7950.7,11166.24,0.0,27530.32,363326.952,100599.704,3180.2799999999997,4466.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.13326893459995,255.85947634688,5.501802017490025,8.0,01.08.2022,91602,341657,12675271,55008,228844,12904115,274.8,6.67,2022-08-01,2022-08-20,59.1321,8.66
34,35,2022-08-27,48654242.344000004,0,1,0,0,351294.1685487365,1187705536.1399999,204959721.52173722,654415.1596,35755523.0,0.0,0.0,1075193.5,0.0,0.0,218363.46,0.0,193606.63999999998,0.0,1945.32,0.0,1545081.16,68825.8,908317.38,251499.26,7950.7,11166.24,0.0,27530.32,363326.952,100599.704,3180.2799999999997,4466.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.654242344000004,197.66481294672002,3.9050838318359307,8.0,01.08.2022,91602,341657,12675271,55008,228844,12904115,274.8,6.67,2022-08-01,2022-08-27,60.0924,8.74
35,36,2022-09-03,249464060.67760003,0,1,0,0,362329.7903814089,1298016090.96,204959721.52173722,2611560.1682,34343821.0,0.0,0.0,1787757.68,10079702.799212676,0.0,229446.28,0.0,220879.82,0.0,2061.42,0.0,1992503.9,59349.46,705346.2,218347.12,60227.52,6104.28,0.0,23739.784,282138.48,87338.848,24091.007999999998,2441.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.46406067760003,160.61775861084,5.523315439883162,8.0,01.09.2022,121868,457702,12787081,55974,224991,13012072,277.8,6.67,2022-09-01,2022-09-03,60.3713,8.74
36,37,2022-09-10,226557379.67880002,0,1,0,0,353719.56234004674,494552484.94,191309869.00867695,1795352.6582000002,32893188.0,0.0,0.0,2322179.7399999998,13092871.526947077,0.0,207114.66,0.0,189068.41999999998,0.0,1793.1,0.0,1324430.96,52241.56,553117.6,193482.8,99436.64,2307.38,0.0,20896.624,221247.04,77393.12,39774.655999999995,922.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.5573796788,177.03139045548002,5.427402424957651,8.0,01.09.2022,121868,457702,12787081,55974,224991,13012072,277.8,6.67,2022-09-01,2022-09-10,60.4696,8.74
37,38,2022-09-17,192057625.33760002,0,1,0,0,365893.74230824923,1312325374.68,191309869.00867695,1333803.4722,32795333.0,0.0,0.0,2322179.7399999998,13092871.526947077,0.0,204041.88,0.0,118301.59999999999,0.0,1593.58,0.0,490215.48,52241.56,553117.6,193482.8,99436.64,2307.38,0.0,20896.624,221247.04,77393.12,39774.655999999995,922.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.05762533760003,192.17331539452002,5.262988721218436,8.0,01.09.2022,121868,457702,12787081,55974,224991,13012072,277.8,6.67,2022-09-01,2022-09-17,60.0316,8.55
38,39,2022-09-24,181129455.5428,0,1,0,0,362186.4737908418,1089876846.74,191309869.00867695,2351827.1219999995,32784131.0,0.0,0.0,2322179.7399999998,13092871.526947077,0.0,176318.06,0.0,106474.02,0.0,1006.1999999999999,0.0,652980.8,52241.56,553117.6,193482.8,99436.64,2307.38,0.0,20896.624,221247.04,77393.12,39774.655999999995,922.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.1294555428,179.57255271616003,5.204717728418184,7.5,01.09.2022,121868,457702,12787081,55974,224991,13012072,277.8,6.67,2022-09-01,2022-09-24,58.1006,8.15
39,40,2022-10-01,177188693.16900003,0,1,0,0,389083.6477140976,703023016.64,191309869.00867695,1102550.1688,29840929.0,0.0,0.0,2151538.54,12130765.420206139,0.0,112250.64,0.0,99440.08,0.0,780.88,0.0,647800.16,53049.96,494683.18,156409.06,96827.4,2286.74,943.42,21219.984,197873.272,62563.623999999996,38730.96,914.6959999999999,377.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.18869316900003,205.27944288116004,5.182843062793579,7.5,01.10.2022,136599,518113,13087640,56287,221684,13309325,281.3,6.71,2022-10-01,2022-10-01,55.2987,8.16
40,41,2022-10-08,0.0,0,1,0,0,0.0,394581710.98,157721234.3765787,0.0,23851358.0,0.0,0.0,1724932.96,9725485.606844775,0.0,115645.06,0.0,159537.74,0.0,860.86,0.0,1049820.92,55070.96,348596.7,63724.28,90305.16,2233.42,3301.54,22028.384000000002,139438.68,25489.712,36122.064,893.3679999999999,1320.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.38663074564005,0.0,7.5,01.10.2022,136599,518113,13087640,56287,221684,13309325,281.3,6.71,2022-10-01,2022-10-08,61.2475,8.59
