,#_week,date_week,SALES,D15,D20,D25,D30,PRICE,MKT,COMPETITIVE SPEND,AGENTS,OTHER MEDIA,PROGRAMMATIC,PROGRAMMATIC_IMP,OOH,OOH_IMP,CONTEXT BRANDED GOOGLE,CONTEXT BRANDED YANDEX,CONTEXT UNBRANDED GOOGLE,CONTEXT UNBRANDED YANDEX,CONTEXT BRANDED GOOGLE_IMP,CONTEXT BRANDED YANDEX_IMP,CONTEXT UNBRANDED GOOGLE_IMP,CONTEXT UNBRANDED YANDEX_IMP,BASES AVITO,BASES CIAN,BASES YANDEX,BASES OTH,BASES M2,BASES DOMCLICK,BASES AVITO_IMP,BASES CIAN_IMP,BASES YANDEX_IMP,BASES OTH_IMP,BASES M2_IMP,BASES DOMCLICK_IMP,CLASSIFIEDS CIAN,CLASSIFIEDS IRN,CLASSIFIEDS NOVOSTROY GID,CLASSIFIEDS NOVOSTROY-M,CLASSIFIEDS OTHER,CLASSIFIEDS CIAN_IMP,CLASSIFIEDS IRN_IMP,CLASSIFIEDS NOVOSTROY GID_IMP,CLASSIFIEDS NOVOSTROY-M_IMP,CLASSIFIEDS OTHER_IMP,SALES_mln,SALES_mln_rolling,SALES_log,key_rate,Отчетная дата,"Количество предоставленных кредитов за месяц, единиц","Объем предоставленных кредитов за месяц, млн руб.","Задолженность по предоставленным кредитам, млн руб., в том числе","     просроченная задолженность по предоставленным кредитам, млн руб.","Задолженность по приобретенным кредитными организациями правам требования по ипотечным жилищным кредитам, млн руб.","Задолженность  по предоставленным кредитам с учетом  приобретенных кредитными организациями прав требования, млн руб.","Средневзвешенный срок кредитования по кредитам, выданным в течение месяца, месяцев","Средневзвешенная ставка по кредитам, выданным в течение месяца, %",date_mort,date_ex,usd,cny
80,28,2023-07-15,197925574.6544,0,0,1,0,419689.5136861747,935198940.08,213287482.81810296,396747.1712,313020.0755,350828.16976079997,500142.245,1091581.077419355,469578.1598709678,0.0,141878.11085,0.0,114261.25764999999,0.0,1476.62,0.0,282035.925,89796.86345,562349.7,68800.0,0.0,2472.5,12609.75,35918.74538,224939.88,27520.0,0.0,989.0,5043.9,139681.75483870966,19866.0,43421.40000000001,0.0,30712.32,615016.315,231791.715,47502.745,0.0,206603.82,197.92557465439998,195.73097146992,5.292930758058722,7.5,01.07.2023,167819,626742,15442345,56543,201947,15644292,288.8,8.45,2023-07-01,2023-07-15,90.119,12.61
81,29,2023-07-22,278438010.1918,0,0,1,0,384636.01352645387,1673620845.0,213287482.81810296,4502134.0044,333198.8896129031,131574.7368,154125.33,1152996.1117741936,454500.71512096794,0.0,133460.57059999998,0.0,163788.5695,0.0,1557.245,0.0,719900.41,65501.863450000004,570455.2,73465.5,0.0,9890.0,19671.64,26200.74538,228182.08,29386.2,0.0,3956.0,7868.656,75250.0,19866.0,43421.4,41924.99999999999,0.0,523522.42,244566.37,37003.865,26669.675,0.0,278.4380101918,235.27941698119997,5.6327804797739685,7.5,01.07.2023,167819,626742,15442345,56543,201947,15644292,288.8,8.45,2023-07-01,2023-07-22,90.3846,12.58
82,30,2023-07-29,267371758.7368,0,0,1,0,377750.43619214464,2901799063.88,213287482.81810296,1587204.8028,223708.63911290313,131574.7368,154125.33,1203364.1617741936,459370.14262096793,0.0,133460.57059999998,0.0,163788.5695,0.0,1557.245,0.0,719900.41,65501.863450000004,570455.2,73465.5,0.0,9890.0,19671.64,26200.74538,228182.08,29386.2,0.0,3956.0,7868.656,75250.0,19866.0,43421.4,41924.99999999999,0.0,523522.42,244566.37,37003.865,26669.675,0.0,267.37175873679996,239.55443709440001,5.592373178759641,8.5,01.07.2023,167819,626742,15442345,56543,201947,15644292,288.8,8.45,2023-07-01,2023-07-29,90.9783,12.69
83,31,2023-08-05,224246401.3786,0,0,1,0,380723.941220034,1897342215.94,213287482.81810296,1163496.0468,354648.9300768386,131574.7368,154125.33,1348273.2116129037,516209.2158064518,0.0,133460.57059999998,0.0,163788.5695,0.0,1557.245,0.0,719900.41,65501.863450000004,570455.2,73465.5,0.0,9890.0,19671.64,26200.74538,228182.08,29386.2,0.0,3956.0,7868.656,75250.0,19866.0,43421.4,41924.99999999999,0.0,523522.42,244566.37,37003.865,26669.675,0.0,224.2464013786,216.33661054316002,5.417194920239185,8.5,01.08.2023,170538,646509,15646424,56681,199767,15846191,291.1,8.25,2023-08-01,2023-08-05,94.8076,13.18
84,32,2023-08-12,167118891.39519998,0,0,0,0,384269.6973906645,1976512509.6,263296446.97767666,897962.5758,253556.22862002288,131574.7368,154125.33,1164667.1509677414,335078.1990967743,0.0,133460.57059999998,0.0,163788.5695,0.0,1557.245,0.0,719900.41,65501.863450000004,570455.2,73465.5,0.0,9890.0,19671.64,26200.74538,228182.08,29386.2,0.0,3956.0,7868.656,75250.0,19866.0,43421.4,41924.99999999999,0.0,523522.42,244566.37,37003.865,26669.675,0.0,167.1188913952,227.02012727136002,5.124671415987171,8.5,01.08.2023,170538,646509,15646424,56681,199767,15846191,291.1,8.25,2023-08-01,2023-08-12,98.2066,13.54
85,33,2023-08-19,283556136.6456,0,0,0,0,380153.01869634003,1938831079.84,263296446.97767666,465105.44940000004,278159.08536646754,131574.7368,77947.605,1280769.5987311827,372643.07122580643,0.0,146265.35355,0.0,174635.84625,0.0,1646.04,0.0,680980.465,131582.97345,527610.0,111800.0,0.0,12362.5,19671.64,52633.189379999996,211044.0,44720.0,0.0,4945.0,7868.656,139024.375,19866.0,79971.4,41925.0,0.0,641194.07,256743.32499999998,44931.99,19853.96,0.0,283.5561366456,244.14623966960002,5.650930550958214,12.0,01.08.2023,170538,646509,15646424,56681,199767,15846191,291.1,8.25,2023-08-01,2023-08-19,93.4047,12.75
86,34,2023-08-26,330576915.707,0,0,0,0,381596.34734733927,2180972658.34,263296446.97767666,1114364.3844,247379.08536646757,131574.7368,77947.605,1374370.51419086,416274.96697580634,0.0,146265.35355,0.0,174635.84625,0.0,1646.04,0.0,680980.465,131582.97345,527610.0,111800.0,0.0,12362.5,19671.64,52633.189379999996,211044.0,44720.0,0.0,4945.0,7868.656,139024.375,19866.0,79971.4,41925.0,0.0,641194.07,256743.32499999998,44931.99,19853.96,0.0,330.576915707,254.57402077264004,5.8038598059615545,12.0,01.08.2023,170538,646509,15646424,56681,199767,15846191,291.1,8.25,2023-08-01,2023-08-26,94.7117,12.97
87,35,2023-09-02,512966650.2346,0,0,0,0,455605.871067235,1910849691.56,263296446.97767666,5804824.861,235376.82159798814,131574.7368,77947.605,2191851.1046155915,674706.1910887096,0.0,146265.35355,0.0,174635.84625,0.0,1646.04,0.0,680980.465,131582.97345,527610.0,111800.0,0.0,12362.5,19671.64,52633.189379999996,211044.0,44720.0,0.0,4945.0,7868.656,139024.375,19866.0,79971.4,41925.0,0.0,641194.07,256743.32499999998,44931.99,19853.96,0.0,512.9666502346,303.6929990722,6.242158380538122,12.0,01.09.2023,216073,849113,16228975,57149,196397,16425372,294,8.04,2023-09-01,2023-09-02,96.3411,13.25
88,36,2023-09-09,369362687.0587999,0,0,0,0,383116.57199336163,1993643933.2,277870121.66655797,2350112.9442,24848.02012903226,131574.7368,77947.605,596484.2562073033,188933.25851612908,0.0,146265.35355,0.0,174635.84625,0.0,1646.04,0.0,680980.465,131582.97345,527610.0,111800.0,0.0,12362.5,19671.64,52633.189379999996,211044.0,44720.0,0.0,4945.0,7868.656,139024.375,19866.0,79971.4,41925.0,0.0,641194.07,256743.32499999998,44931.99,19853.96,0.0,369.3626870587999,332.71625620824,5.914482760815434,12.0,01.09.2023,216073,849113,16228975,57149,196397,16425372,294,8.04,2023-09-01,2023-09-09,97.9241,13.31
89,37,2023-09-16,128008880.0312,0,0,0,0,389914.34672921116,1915199482.12,277870121.66655797,936877.8853999999,25007.044,135444.582,93155.2,1315154.8773869332,418237.29266666656,0.0,135076.0118,0.0,144307.05185,0.0,1689.2549999999999,0.0,487849.19,125383.4162,402131.7,64500.0,0.0,9890.0,4917.91,50153.366480000004,160852.68,25800.0,0.0,3956.0,1967.164,124820.9375,19866.0,79971.4,41925.0,0.0,675892.705,256594.115,12321.22,21393.575,0.0,128.0088800312,324.89425393544,4.859881239443646,12.0,01.09.2023,216073,849113,16228975,57149,196397,16425372,294,8.04,2023-09-01,2023-09-16,96.6338,13.27
90,38,2023-09-23,335197249.71959996,0,0,0,0,411234.51075892523,2482596240.9,277870121.66655797,3024088.864,25007.044,135444.582,93155.2,1315154.8773869332,418237.29266666656,0.0,135076.0118,0.0,144307.05185,0.0,1689.2549999999999,0.0,487849.19,125383.4162,402131.7,64500.0,0.0,9890.0,4917.91,50153.366480000004,160852.68,25800.0,0.0,3956.0,1967.164,124820.9375,19866.0,79971.4,41925.0,0.0,675892.705,256594.115,12321.22,21393.575,0.0,335.19724971959994,335.22247655024,5.81769804045206,13.0,01.09.2023,216073,849113,16228975,57149,196397,16425372,294,8.04,2023-09-01,2023-09-23,96.0419,13.14
91,39,2023-09-30,601565848.4446,0,0,0,0,390069.9315553105,1985748502.82,277870121.66655797,3152221.8463999997,8627.045000000002,135444.582,93155.2,2414690.3265757333,767846.9006666667,0.0,135076.0118,0.0,144307.05185,0.0,1689.2549999999999,0.0,487849.19,125383.4162,402131.7,64500.0,0.0,9890.0,4917.91,50153.366480000004,160852.68,25800.0,0.0,3956.0,1967.164,124820.9375,19866.0,79971.4,41925.0,0.0,675892.705,256594.115,12321.22,21393.575,0.0,601.5658484446,389.42026309776,6.401196951417104,13.0,01.09.2023,216073,849113,16228975,57149,196397,16425372,294,8.04,2023-09-01,2023-09-30,97.4147,13.36
92,40,2023-10-07,200935203.0828,0,0,0,0,407163.53208267473,1207935314.42,266898065.34199524,1289624.0595999998,71237.13486667653,135444.582,93155.2,413416.19545889704,78317.1936989247,0.0,135076.0118,0.0,144307.05185,0.0,1689.2549999999999,0.0,487849.19,125383.4162,402131.7,64500.0,0.0,9890.0,4917.91,50153.366480000004,160852.68,25800.0,0.0,3956.0,1967.164,124820.9375,19866.0,79971.4,41925.0,0.0,675892.705,256594.115,12321.22,21393.575,0.0,200.9352030828,327.0139736674,5.307946869123494,13.0,01.10.2023,238197,955195,16897845,57150,194506,17092351,298.7,7.92,2023-10-01,2023-10-07,100.4911,13.74
93,41,2023-10-14,194140218.099,0,0,0,0,425839.478172845,1062917564.16,266898065.34199524,290592.1854,245546.59647957975,270942.27845999994,1387014.88,2699732.248212279,486063.85589247313,0.0,159395.7067,0.0,130567.82084999999,0.0,1757.625,0.0,412656.38,126869.49620000001,484653.0,66220.0,0.0,9890.0,5912.5,50747.798480000005,193861.19999999998,26488.0,0.0,3956.0,2365.0,140059.0625,19866.0,79971.4,54287.49999999999,0.0,749536.87,223590.11,18877.215,18866.68,0.0,194.140218099,291.96947987544,5.273718367333172,13.0,01.10.2023,238197,955195,16897845,57150,194506,17092351,298.7,7.92,2023-10-01,2023-10-14,97.3075,13.3
94,42,2023-10-21,231239808.323,0,0,0,0,399584.94612579915,2071152706.86,266898065.34199524,862422.921,245546.59647957975,270942.27845999994,1387014.88,2699732.248212279,486063.85589247313,0.0,159395.7067,0.0,130567.82084999999,0.0,1757.625,0.0,412656.38,126869.49620000001,484653.0,66220.0,0.0,9890.0,5912.5,50747.798480000005,193861.19999999998,26488.0,0.0,3956.0,2365.0,140059.0625,19866.0,79971.4,54287.49999999999,0.0,749536.87,223590.11,18877.215,18866.68,0.0,231.239808323,312.6156655338,5.4477704943758685,13.0,01.10.2023,238197,955195,16897845,57150,194506,17092351,298.7,7.92,2023-10-01,2023-10-21,95.9053,13.07
95,43,2023-10-28,103695228.84139998,0,0,0,0,414615.0693378648,6708700774.44,266898065.34199524,223616.082,245546.59647957975,270942.27845999994,1387014.88,2552433.8686961494,472107.18822580646,0.0,159395.7067,0.0,130567.82084999999,0.0,1757.625,0.0,412656.38,126869.49620000001,484653.0,66220.0,0.0,9890.0,5912.5,50747.798480000005,193861.19999999998,26488.0,0.0,3956.0,2365.0,140059.0625,19866.0,79971.4,54287.49999999999,0.0,749536.87,223590.11,18877.215,18866.68,0.0,103.69522884139998,266.31526135816,4.651053547032999,13.0,01.10.2023,238197,955195,16897845,57150,194506,17092351,298.7,7.92,2023-10-01,2023-10-28,93.2174,12.71
96,44,2023-11-04,201869752.40639997,0,0,0,0,414176.7591432088,2561154972.22,266898065.34199524,950581.3490000002,320747.57913650543,270942.27845999994,1387014.88,3122785.7270332985,594980.9227419357,0.0,159395.7067,0.0,130567.82084999999,0.0,1757.625,0.0,412656.38,126869.49620000001,484653.0,66220.0,0.0,9890.0,5912.5,50747.798480000005,193861.19999999998,26488.0,0.0,3956.0,2365.0,140059.0625,19866.0,79971.4,54287.49999999999,0.0,749536.87,223590.11,18877.215,18866.68,0.0,201.86975240639995,186.37604215052002,5.312564159358015,15.0,01.11.2023,200364,769637,17391606,58485,191334,17582940,296.3,8.35,2023-11-01,2023-11-04,93.0351,12.69
97,45,2023-11-11,162647435.414,0,0,0,0,412706.0020654656,1424614278.66,522608087.09193933,1400076.9126000002,119227.6628461828,360496.29364799993,1579647.57,2166530.7239569896,316493.3964650538,0.0,141558.59290000002,0.0,139600.00955,0.0,1789.875,0.0,865361.24,78447.5316,305682.7,99330.0,0.0,2472.5,0.0,31379.01264,122273.08,39732.0,0.0,989.0,0.0,74591.5625,19866.0,79971.4,41924.99999999999,0.0,375568.235,198131.53,9767.45,17934.225,0.0,162.647435414,178.71848861676003,5.097714329660326,15.0,01.11.2023,200364,769637,17391606,58485,191334,17582940,296.3,8.35,2023-11-01,2023-11-11,92.0535,12.6
98,46,2023-11-18,259677322.9128,0,0,0,0,452478.3462498694,1949250616.24,522608087.09193933,2181453.4422,143348.49478166667,360496.29364799993,1579647.57,2832022.9197333334,445798.95608333335,0.0,141558.59290000002,0.0,139600.00955,0.0,1789.875,0.0,865361.24,78447.5316,305682.7,99330.0,0.0,2472.5,0.0,31379.01264,122273.08,39732.0,0.0,989.0,0.0,74591.5625,19866.0,79971.4,41924.99999999999,0.0,375568.235,198131.53,9767.45,17934.225,0.0,259.67732291280004,191.82590957952002,5.563283331781249,15.0,01.11.2023,200364,769637,17391606,58485,191334,17582940,296.3,8.35,2023-11-01,2023-11-18,89.1237,12.31
99,47,2023-11-25,124479417.63679999,0,0,0,0,387544.88678953925,2035479236.92,522608087.09193933,1382501.9267999998,182888.49478166667,360496.29364799993,1579647.57,2779313.5197333335,386645.17474999995,0.0,141558.59290000002,0.0,139600.00955,0.0,1789.875,0.0,865361.24,78447.5316,305682.7,99330.0,0.0,2472.5,0.0,31379.01264,122273.08,39732.0,0.0,989.0,0.0,74591.5625,19866.0,79971.4,41924.99999999999,0.0,375568.235,198131.53,9767.45,17934.225,0.0,124.4794176368,170.47383144228002,4.832141742227869,15.0,01.11.2023,200364,769637,17391606,58485,191334,17582940,296.3,8.35,2023-11-01,2023-11-25,88.8133,12.39
100,48,2023-12-02,339407120.62740004,0,0,0,0,433359.4492178243,2117523573.18,522608087.09193933,3494712.1422000006,181363.82967777783,360496.29364799993,1579647.57,4292631.3938666675,590839.4610833334,0.0,141558.59290000002,0.0,139600.00955,0.0,1789.875,0.0,865361.24,78447.5316,305682.7,99330.0,0.0,2472.5,0.0,31379.01264,122273.08,39732.0,0.0,989.0,0.0,74591.5625,19866.0,79971.4,41924.99999999999,0.0,375568.235,198131.53,9767.45,17934.225,0.0,339.40712062740005,217.61620979948003,5.830142314892301,15.0,01.12.2023,189084,726080,17720944,59672,189347,17910291,299.3,8.18,2023-12-01,2023-12-02,89.7619,12.55
101,49,2023-12-09,65811191.707200006,0,0,0,0,446480.26938398916,1227120404.26,263205314.77292758,0.0,60165.688871326165,360496.29364799993,1579647.57,591878.4658064515,212844.56073118284,0.0,141558.59290000002,0.0,139600.00955,0.0,1789.875,0.0,865361.24,78447.5316,305682.7,99330.0,0.0,2472.5,0.0,31379.01264,122273.08,39732.0,0.0,989.0,0.0,74591.5625,19866.0,79971.4,41924.99999999999,0.0,375568.235,198131.53,9767.45,17934.225,0.0,65.81119170720001,190.40449765964004,4.2018706070361995,15.0,01.12.2023,189084,726080,17720944,59672,189347,17910291,299.3,8.18,2023-12-01,2023-12-09,91.6402,12.79
102,50,2023-12-16,104540907.4076,0,0,0,0,442033.43512727274,2142391646.22,263205314.77292758,0.0,74871.18112939068,360496.29364799993,1579647.57,1155516.473548387,441231.3688172043,0.0,141558.59290000002,0.0,139600.00955,0.0,1789.875,0.0,865361.24,78447.5316,305682.7,99330.0,0.0,2472.5,0.0,31379.01264,122273.08,39732.0,0.0,989.0,0.0,74591.5625,19866.0,79971.4,41924.99999999999,0.0,375568.235,198131.53,9767.45,17934.225,0.0,104.5409074076,178.78319205836004,4.659098625700652,15.0,01.12.2023,189084,726080,17720944,59672,189347,17910291,299.3,8.18,2023-12-01,2023-12-16,89.6966,12.61
103,51,2023-12-23,254000581.61859998,0,0,0,0,441586.54662482615,2432998498.92,263205314.77292758,0.0,74871.18112939068,360496.29364799993,1579647.57,1194185.627983871,450978.0175672043,0.0,141558.59290000002,0.0,139600.00955,0.0,1789.875,0.0,865361.24,78447.5316,305682.7,99330.0,0.0,2472.5,0.0,31379.01264,122273.08,39732.0,0.0,989.0,0.0,74591.5625,19866.0,79971.4,41924.99999999999,0.0,375568.235,198131.53,9767.45,17934.225,0.0,254.0005816186,177.64784379952002,5.54126582601308,16.0,01.12.2023,189084,726080,17720944,59672,189347,17910291,299.3,8.18,2023-12-01,2023-12-23,91.9389,12.86
104,52,2023-12-30,179654787.459,0,0,0,0,433111.83090405015,3501077013.38,263205314.77292758,0.0,34361.6564516129,360496.29364799993,1579647.57,1290858.514072581,475344.6394422042,0.0,141558.59290000002,0.0,139600.00955,0.0,1789.875,0.0,865361.24,78447.5316,305682.7,99330.0,0.0,2472.5,0.0,31379.01264,122273.08,39732.0,0.0,989.0,0.0,74591.5625,19866.0,79971.4,41924.99999999999,0.0,375568.235,198131.53,9767.45,17934.225,0.0,179.654787459,188.68291776396003,5.196587958537819,16.0,01.12.2023,189084,726080,17720944,59672,189347,17910291,299.3,8.18,2023-12-01,2023-12-30,89.6883,12.58
105,1,2024-01-06,50558588.108399995,1,0,0,0,362687.1456843615,121534770.0,292229074.60481155,0.0,947922.6932073653,0.0,0.0,4357323.370020646,731184.4422580643,0.0,66235.1016,0.0,40086.925440000006,0.0,904.72,0.0,63980.56,35590.49456,87874.8,18920.0,0.0,0.0,0.0,14236.197824,35149.92,7568.0,0.0,0.0,0.0,380467.61199999996,16747.251612903223,0.0,99718.38709677418,0.0,489590.26,173147.24,0.0,96350.09999999999,0.0,50.558588108399995,130.91321126016004,3.9427187942282482,16.0,01.01.2024,196868,785457,18009664,58346,188598,18198262,302.3,7.91,2024-01-01,2023-12-30,89.6883,12.58
106,2,2024-01-13,0.0,1,0,0,0,0.0,104310064.78,292229074.60481155,557060.4162,1051219.884769143,483328.74544320005,1645671.06,4357323.370020646,731184.4422580643,0.0,136925.5536,0.0,167176.76568,0.0,1813.74,0.0,973265.44,35590.49456,136894.8,75680.0,0.0,9890.0,0.0,14236.197824,54757.92,30272.0,0.0,3956.0,0.0,463284.2703999999,16747.251612903223,0.0,99718.38709677418,0.0,609429.54,198112.18,0.0,90091.88,0.0,0.0,117.75097291872002,0.0,16.0,01.01.2024,196868,785457,18009664,58346,188598,18198262,302.3,7.91,2024-01-01,2024-01-13,88.1324,12.24
107,3,2024-01-20,53687159.017400004,1,0,0,0,433660.412095315,1215354813.06,292229074.60481155,820827.8513999999,2350498.6247004373,945390.7128072,3325564.96,4357323.370020649,731184.4422580646,0.0,172476.17856,0.0,194155.04136000003,0.0,1988.32,0.0,2536297.38,53650.49456,215154.8,56760.0,0.0,19780.0,0.0,21460.197824000003,86061.92,22704.0,0.0,7912.0,0.0,685706.5347999999,16747.251612903223,0.0,99718.38709677418,0.0,730132.26,215638.12,0.0,86483.31999999999,0.0,53.687159017400006,107.58022324068001,4.001628928987995,16.0,01.01.2024,196868,785457,18009664,58346,188598,18198262,302.3,7.91,2024-01-01,2024-01-20,88.5896,12.27
108,4,2024-01-27,67159579.3776,1,0,0,0,415848.78871578944,1962954467.7,292229074.60481155,308953.7272,1708598.819008254,991646.1539520001,3302769.8,4357323.370020649,731184.4422580646,0.0,178977.24192,0.0,110978.46263999998,0.0,2170.64,0.0,2125557.08,71710.49456,668632.8,158240.0,0.0,0.0,0.0,28684.197824,267453.12,63296.0,0.0,0.0,0.0,683773.3924,16747.251612903223,0.0,99718.38709677418,0.0,696204.4,207824.16,0.0,78180.88,0.0,67.1595793776,70.21202279248003,4.221851711398733,16.0,01.01.2024,196868,785457,18009664,58346,188598,18198262,302.3,7.91,2024-01-01,2024-01-27,89.5159,12.44
109,5,2024-02-03,42374415.9534,0,1,0,0,431511.36408757634,769092889.02,463970527.5309976,1096216.157,1894299.5216093222,527361.7414607999,1429049.96,3521464.383189788,816775.6657953281,0.0,260573.77704000002,0.0,84054.55271999999,0.0,2414.88,0.0,1080391.34,46196.84016,610851.12,187050.0,0.0,0.0,0.0,18478.736064,244340.44799999997,74820.0,0.0,0.0,0.0,527321.2938482759,25112.84182424916,0.0,103648.17575083426,0.0,319982.77999999997,259655.5,0.0,63443.92,0.0,42.3744159534,42.75594849136003,3.769869773125072,16.0,01.02.2024,75910,271760,18139109,60189,186024,18325133,294.8,8.4,2024-02-01,2024-02-03,90.6626,12.6
110,6,2024-02-10,130924949.6358,0,1,0,0,436562.019459153,760329445.16,463970527.5309976,2346307.8999999994,1935610.3563043796,617251.6579943999,2128550.7399999998,2894570.1430666484,880969.0834482759,0.0,268023.31032,0.0,94067.94552,0.0,2876.7,0.0,936789.4,137026.3456,213548.32,127108.0,0.0,0.0,23650.0,54810.538239999994,85419.328,50843.2,0.0,0.0,9460.0,820192.3342344827,31387.034482758612,0.0,106595.5172413793,0.0,774951.16,341806.14,0.0,58843.78,0.0,130.9249496358,58.829220796840026,4.8822331975277775,16.0,01.02.2024,75910,271760,18139109,60189,186024,18325133,294.8,8.4,2024-02-01,2024-02-10,90.8901,12.54
111,7,2024-02-17,135070275.50539997,0,1,0,0,396565.69437874336,752740509.3199999,463970527.5309976,1765683.3634,2016541.3428521228,0.0,0.0,2894570.1430666475,880969.0834482759,0.0,222993.28032,0.0,83588.62536,0.0,2134.52,0.0,463433.36,64786.34560000001,382968.32,161164.0,0.0,9890.0,0.0,25914.53824,153187.32799999998,64465.6,0.0,3956.0,0.0,877836.6034344827,31387.034482758612,0.0,106595.5172413793,0.0,836566.72,330270.1,0.0,55806.26,0.0,135.07027550539996,85.84327589792001,4.913171483933575,16.0,01.02.2024,75910,271760,18139109,60189,186024,18325133,294.8,8.4,2024-02-01,2024-02-17,92.5492,12.74
112,8,2024-02-24,124205553.6124,0,1,0,0,412780.17152675305,1365346405.1399999,463970527.5309976,490069.29720000003,1568639.4507881226,0.0,0.0,2894570.1430666475,880969.0834482759,0.0,187586.46456000002,0.0,100586.04719999999,0.0,1979.72,0.0,285298.12,28666.3456,305568.32,83850.0,0.0,0.0,0.0,11466.53824,122227.328,33540.0,0.0,0.0,0.0,863486.8498344828,31387.034482758612,0.0,106595.5172413793,0.0,748376.3,294888.83999999997,0.0,49628.02,0.0,124.2055536124,99.94695481692001,4.829956815608732,16.0,01.02.2024,75910,271760,18139109,60189,186024,18325133,294.8,8.4,2024-02-01,2024-02-23,92.7519,12.8
113,9,2024-03-02,77572144.17899999,0,1,0,0,376198.56536857417,1125617010.54,275398993.8056691,5474897.866599999,2545622.6203197152,3034.1101344,22968.02,2835239.6146322847,833779.2473437145,0.0,215485.38744,0.0,103052.2692,0.0,2033.8999999999999,0.0,191565.86,210528.8772,849858.02,97868.0,0.0,0.0,23650.0,84211.55088,339943.208,39147.2,0.0,0.0,9460.0,1136063.6161708564,59881.25472747497,0.0,213492.36929922135,0.0,1086990.1199999999,752375.3,0.0,99543.28,0.0,77.57214417899999,102.02946777720001,4.3640172368624555,16.0,01.03.2024,95561,332814,18219693,61235,185229,18404922,292.1,9.28,2024-03-01,2024-03-02,91.3336,12.63
114,10,2024-03-09,328111558.781,0,1,0,0,422008.43573118973,4755847959.62,275398993.8056691,208621.1736,224983.92075806452,759436.6138344,2549443.34,2756132.243386475,770859.4658709676,0.0,203269.93367999996,0.0,104440.50528,0.0,2042.5,0.0,118781.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.11155878100004,159.17689634272,5.796396777729965,16.0,01.03.2024,95561,332814,18219693,61235,185229,18404922,292.1,9.28,2024-03-01,2024-03-08,90.7493,12.58
115,11,2024-03-16,168802625.08339998,0,1,0,0,447277.755917859,1861576661.5,275398993.8056691,1843152.3268000004,1258221.5189551972,830994.9983712,3226012.2199999997,2751928.219386475,769441.1538709676,0.0,188505.09936000002,0.0,176876.75040000002,0.0,1983.16,0.0,183710.62,84682.5316,316389.7,94600.0,0.0,9890.0,23650.0,33873.01264,126555.88,37840.0,0.0,3956.0,9460.0,655148.2380258064,29362.064516129027,0.0,106806.45161290321,0.0,589485.28,483184.12,0.0,53298.5,0.0,168.8026250834,166.75243143224003,5.134636733612869,16.0,01.03.2024,95561,332814,18219693,61235,185229,18404922,292.1,9.28,2024-03-01,2024-03-16,91.87,12.73
116,12,2024-03-23,254433161.98839998,0,1,0,0,390714.3150927518,3275989352.7,275398993.8056691,3584626.2774,1285929.5589551972,894100.3136328,3119778.14,2741418.159386475,765895.3738709677,0.0,128970.71184000002,0.0,168620.5956,0.0,1684.74,0.0,198025.32,45122.531599999995,256189.69999999998,37840.0,0.0,29670.0,0.0,18049.012639999997,102475.88,15136.0,0.0,11868.0,0.0,685022.3676258065,29362.064516129027,0.0,106806.45161290321,0.0,598050.88,318181.08,0.0,48859.18,0.0,254.43316198839997,190.62500872884002,5.542960778507032,16.0,01.03.2024,95561,332814,18219693,61235,185229,18404922,292.1,9.28,2024-03-01,2024-03-23,92.6118,12.74
117,13,2024-03-30,294618848.2632,0,1,0,0,409591.0583389406,2386451285.3,275398993.8056691,5265565.4816,1248736.7533551971,968449.7601263999,2941784.8,2741418.159386475,765895.3738709677,0.0,127949.01120000001,0.0,160433.5332,0.0,1554.8799999999999,0.0,144682.1,25342.531600000002,228239.69999999998,18920.0,0.0,0.0,0.0,10137.01264,91295.88,7568.0,0.0,0.0,0.0,583476.8872258064,29362.064516129027,0.0,106806.45161290321,0.0,605979.22,299097.68,0.0,46268.0,0.0,294.6188482632,224.70766765900004,5.689070949772008,16.0,01.03.2024,95561,332814,18219693,61235,185229,18404922,292.1,9.28,2024-03-01,2024-03-30,92.366,12.67
